verticalTipPosition,vDeflection
5.9303293e-05,-7.273371e-11
5.9299357e-05,-9.02944e-11
5.9296264e-05,-9.754165e-11
5.9295722e-05,-7.356993e-11
5.929518e-05,-4.959821e-11
5.929266e-05,-4.987695e-11
5.928822e-05,-7.356993e-11
5.928508e-05,-8.137466e-11
5.9285154e-05,-4.987695e-11
5.9283087e-05,-4.4580884e-11
5.9279515e-05,-5.7681703e-11
5.9276466e-05,-6.43715e-11
5.9273716e-05,-6.743762e-11
5.9271944e-05,-5.851793e-11
5.9271766e-05,-3.0086336e-11
5.9267284e-05,-5.4336795e-11
5.9262802e-05,-7.8587255e-11
5.926032e-05,-7.830854e-11
5.9259804e-05,-5.405808e-11
5.9258444e-05,-4.012101e-11
5.925471e-05,-5.5173015e-11
5.925023e-05,-7.9423475e-11
5.9247977e-05,-7.635736e-11
5.924675e-05,-6.074782e-11
5.9244936e-05,-5.2385613e-11
5.924239e-05,-5.2943094e-11
5.9238795e-05,-6.6322656e-11
5.9236863e-05,-5.935415e-11
5.9233975e-05,-6.409273e-11
5.9231268e-05,-6.660139e-11
5.9229405e-05,-5.879664e-11
5.9226586e-05,-6.2699027e-11
5.9223286e-05,-7.2454966e-11
5.922113e-05,-6.827384e-11
5.9219674e-05,-5.5451754e-11
5.9217175e-05,-5.5451754e-11
5.9213784e-05,-6.6322656e-11
5.921026e-05,-7.886602e-11
5.9208942e-05,-6.43715e-11
5.92074e-05,-5.2664352e-11
5.9203667e-05,-6.771638e-11
5.9200414e-05,-7.6914815e-11
5.9198323e-05,-7.189746e-11
5.9197075e-05,-5.6566744e-11
5.9194597e-05,-5.6287978e-11
5.9190956e-05,-7.022502e-11
5.918741e-05,-8.3047125e-11
5.9185953e-05,-7.022502e-11
5.918446e-05,-5.7960418e-11
5.918143e-05,-6.43715e-11
5.917813e-05,-7.4127406e-11
5.9175905e-05,-7.0782526e-11
5.9174406e-05,-5.851793e-11
5.917209e-05,-5.6287978e-11
5.916863e-05,-6.799512e-11
5.9165493e-05,-7.579985e-11
5.9163605e-05,-6.827384e-11
5.9162358e-05,-5.2943094e-11
5.915872e-05,-6.688016e-11
5.915494e-05,-8.248965e-11
5.9152782e-05,-7.830854e-11
5.915233e-05,-5.3221833e-11
5.9148646e-05,-6.771638e-11
5.914553e-05,-7.524237e-11
5.914305e-05,-7.496363e-11
5.9141348e-05,-6.520772e-11
5.914019e-05,-4.8761988e-11
5.9136142e-05,-6.771638e-11
5.9132773e-05,-7.830854e-11
5.9130296e-05,-7.80298e-11
5.912996e-05,-5.154939e-11
5.9127367e-05,-5.2664352e-11
5.912236e-05,-8.332587e-11
5.9120157e-05,-7.970222e-11
5.912032e-05,-4.7089548e-11
5.9118753e-05,-3.566114e-11
5.911425e-05,-6.019037e-11
5.9110516e-05,-7.524237e-11
5.9108745e-05,-6.6322656e-11
5.9107886e-05,-4.6253324e-11
5.9104404e-05,-5.8239184e-11
5.910065e-05,-7.356993e-11
5.9098056e-05,-7.468492e-11
5.9096717e-05,-6.046911e-11
5.9095037e-05,-5.043443e-11
5.9092035e-05,-5.6566744e-11
5.9088008e-05,-7.524237e-11
5.9085418e-05,-7.635736e-11
5.908442e-05,-5.7960418e-11
5.908258e-05,-4.987695e-11
5.907942e-05,-5.7960418e-11
5.907491e-05,-8.248965e-11
5.9072867e-05,-7.6914815e-11
5.9072987e-05,-4.48596e-11
5.9070484e-05,-4.48596e-11
5.906573e-05,-7.2454966e-11
5.906252e-05,-8.109594e-11
5.9062368e-05,-5.2385613e-11
5.906039e-05,-4.5974557e-11
5.9056478e-05,-6.325651e-11
5.9052265e-05,-8.416209e-11
5.9050268e-05,-7.80298e-11
5.9050704e-05,-4.2072193e-11
5.9047954e-05,-4.5138338e-11
5.9043403e-05,-7.022502e-11
5.9039787e-05,-8.3883345e-11
5.9039427e-05,-5.7681703e-11
5.9037244e-05,-5.3779314e-11
5.9034082e-05,-6.186281e-11
5.9031354e-05,-6.465021e-11
5.902908e-05,-6.186281e-11
5.9026832e-05,-5.879664e-11
5.9024103e-05,-6.158404e-11
5.902158e-05,-6.186281e-11
5.901894e-05,-6.353525e-11
5.901669e-05,-6.046911e-11
5.9013917e-05,-6.381399e-11
5.901119e-05,-6.660139e-11
5.9009075e-05,-6.186281e-11
5.9006572e-05,-6.186281e-11
5.900355e-05,-6.827384e-11
5.9001275e-05,-6.5486436e-11
5.8998114e-05,-7.356993e-11
5.8996957e-05,-5.7124198e-11
5.899603e-05,-3.789109e-11
5.8992548e-05,-4.987695e-11
5.8988087e-05,-7.384867e-11
5.8985766e-05,-7.1618746e-11
5.898543e-05,-4.5138338e-11
5.8982612e-05,-4.904073e-11
5.897897e-05,-6.297777e-11
5.8975354e-05,-7.663607e-11
5.8973925e-05,-6.353525e-11
5.8973543e-05,-3.761235e-11
5.8970676e-05,-4.2072193e-11
5.8965463e-05,-7.524237e-11
5.8962552e-05,-8.025972e-11
5.896256e-05,-4.959821e-11
5.8960057e-05,-4.959821e-11
5.8956397e-05,-6.381399e-11
5.8952937e-05,-7.552114e-11
5.8951213e-05,-6.604394e-11
5.8949212e-05,-5.9911624e-11
5.89458e-05,-7.106124e-11
5.894444e-05,-5.7124198e-11
5.8942052e-05,-5.573052e-11
5.8938753e-05,-6.5486436e-11
5.8936457e-05,-6.297777e-11
5.893523e-05,-4.7368286e-11
5.8931524e-05,-6.214155e-11
5.8928294e-05,-7.106124e-11
5.8925656e-05,-7.273371e-11
5.8923633e-05,-6.688016e-11
5.892259e-05,-4.904073e-11
5.8919315e-05,-5.851793e-11
5.8916015e-05,-6.827384e-11
5.8913127e-05,-7.301245e-11
5.8911264e-05,-6.520772e-11
5.890961e-05,-5.48943e-11
