verticalTipPosition,vDeflection
5.891428e-05,-9.326902e-11
5.891221e-05,-8.797294e-11
5.891142e-05,-6.7067366e-11
5.890951e-05,-5.98201e-11
5.8906553e-05,-6.5394926e-11
5.890444e-05,-6.065633e-11
5.8901758e-05,-6.2886245e-11
5.8899393e-05,-6.1213805e-11
5.8897665e-05,-5.1736608e-11
5.8894686e-05,-5.759017e-11
5.889123e-05,-6.929728e-11
5.8888843e-05,-6.7903586e-11
5.88878e-05,-5.006415e-11
5.8885253e-05,-5.0621646e-11
5.8882113e-05,-5.84264e-11
5.887879e-05,-6.846106e-11
5.887561e-05,-7.682329e-11
5.887411e-05,-6.45587e-11
5.887236e-05,-5.5360244e-11
5.8868904e-05,-6.7067366e-11
5.8865993e-05,-7.208469e-11
5.8864312e-05,-6.2050025e-11
5.8862403e-05,-5.4802753e-11
5.8859194e-05,-6.344373e-11
5.8856444e-05,-6.650987e-11
5.8853875e-05,-6.734611e-11
5.8850896e-05,-7.319966e-11
5.88496e-05,-5.84264e-11
5.8847465e-05,-5.396653e-11
5.88451e-05,-5.229409e-11
5.8842303e-05,-5.5917725e-11
5.883896e-05,-6.6231146e-11
5.8836435e-05,-6.650987e-11
5.8834506e-05,-5.954135e-11
5.8831753e-05,-6.260751e-11
5.8829046e-05,-6.511617e-11
5.8826274e-05,-6.846106e-11
5.8823887e-05,-6.7067366e-11
5.882159e-05,-6.45587e-11
5.8820115e-05,-5.2015347e-11
5.8817135e-05,-5.7868908e-11
5.8813766e-05,-6.846106e-11
5.8811245e-05,-6.873982e-11
5.880986e-05,-5.5081505e-11
5.880706e-05,-5.870513e-11
5.8803675e-05,-6.957604e-11
5.8800284e-05,-8.044694e-11
5.8798716e-05,-6.901855e-11
5.879763e-05,-5.1736608e-11
5.8794514e-05,-5.926262e-11
5.8790167e-05,-8.184064e-11
5.878844e-05,-7.236344e-11
5.8787282e-05,-5.5917725e-11
5.8784488e-05,-5.954135e-11
5.8781665e-05,-6.344373e-11
5.8777616e-05,-8.239811e-11
5.877564e-05,-7.5987064e-11
5.877455e-05,-5.870513e-11
5.8772006e-05,-5.926262e-11
5.876873e-05,-6.873982e-11
5.876575e-05,-7.4593366e-11
